VTO_name	VTO_id
Tilapia nyongana	VTO_0073206
Tilapia deckerti	VTO_0073205
Tilapia imbriferna	VTO_0073204
Tilapia cameronensis	VTO_0073209
Tilapia jallae	VTO_0073208
Oneirodes epithales	VTO_0079461
Oneirodes cristatus	VTO_0079460
Pentherichthys	VTO_0079463
Oneirodes melanocauda	VTO_0079462
Croilia	VTO_0050028
Croilia mossambica	VTO_0050029
Caulophryne polynema	VTO_0079467
Caulophryne pietschi	VTO_0079466
Robia	VTO_0079469
Tasmanogobius	VTO_0050023
Metechinus amplior	VTO_9021399
Trinitichelys hiatti	VTO_9021398
Dendrocygninae	VTO_9021393
Eobaatar hispanicus	VTO_9021392
Eobaatar pajaronensis	VTO_9021391
Bolodon minor	VTO_9021390
Metatelmatherium ultimum	VTO_9021397
Trinitychelyinae	VTO_9021396
Metatomarctus canavus	VTO_9021395
Metechinus nevadensis	VTO_9021394
Oioceros robustus	VTO_9029568
Oioceros jiulongkouensis	VTO_9029569
Sinokannemeyeria pearsoni	VTO_9029560
Coletta seca	VTO_9029561
Archaeocyon pavidus	VTO_9029562
Dicerorhinus cixianensis	VTO_9029563
Hapalodectes dux	VTO_9029564
Percrocuta hebeiensis	VTO_9029565
Kiyumylodon	VTO_9029566
Archaeohippus blackbergi	VTO_9029567
Puntius erythromycter	VTO_0063267
Heterodontus mexicanus	VTO_0000071
Bondesius	VTO_9000582
Aporops bilinearis	VTO_0045708
Suttonia lineata	VTO_0045705
Grammistops ocellatus	VTO_0045703
Grammistops	VTO_0045702
Palaeosciurus feignouxi	VTO_9024615
Preprismatoolithus	VTO_9024614
Plotornis	VTO_9024617
Argyrodyptes	VTO_9024616
Fregatae	VTO_9024611
Pelagornis	VTO_9024610
Tympanonesiotes	VTO_9024613
Lythrosuchus	VTO_9024612
Pliocarbo	VTO_9024619
Valenticarbo	VTO_9024618
Rosasia soutoi	VTO_9022619
Aralomys	VTO_9022618
Eugnathidae	VTO_9022617
Zolhafah bella	VTO_9022616
Antecalomys	VTO_9022615
Araiochelys hirayamai	VTO_9022614
Aratomys	VTO_9022613
Osteorachis macrocephalus	VTO_9022612
Araiochelys	VTO_9022611
Argyromys	VTO_9022610
Archaeohyrax proavus	VTO_9031657
Arctacanthus wyomingensis	VTO_9031656
Helodus subpolitus	VTO_9031655
Ctenacanthus mutabilis	VTO_9031654
Archaeolophus praecursor	VTO_9031653
Glikmanius occidentalis	VTO_9031652
Damaliscus korrigum	VTO_9031651
Pyrotherium giganteum	VTO_9031650
Eutrachytherus spegazzinianus	VTO_9031659
Icarosaurus siefkeri	VTO_9031658
Dorsetodon	VTO_9017909
Dorsetodon haysomi	VTO_9017908
Hyposaurus rogersii	VTO_9017907
Theriognathus	VTO_9017906
Moschowhaitsia	VTO_9017905
Ictidosuchops	VTO_9017904
Ictidosuchoides	VTO_9017903
Ictidosuchus	VTO_9017902
Mansfieldiscus sweeti	VTO_9017901
Ictidosuchidae	VTO_9017900
Typotherium pachygnatum	VTO_9027241
Pseudobagrus omeihensis	VTO_0059534
Ptychogaster cayluxensis	VTO_9034386
Equus pseudaltidens	VTO_9034387
Plesiolacerta lydekkeri	VTO_9034384
Cadurcogekko piveteaui	VTO_9034385
Pseudolacerta mucronata	VTO_9034382
Pseudolacerta lamandini	VTO_9034383
Gobiconodon luoianus	VTO_9034380
Salamandra sansaniensis	VTO_9034381
Equus scotti	VTO_9034388
Kinkonychelys rogersi	VTO_9034389
Gazella (Nanger)	VTO_9011285
Lepidiolamprologus mimicus	VTO_0048819
Crossodactylodes pintoi	VTO_0082159
Crossodactylodes	VTO_0082158
Chaltenobatrachus grandisonae	VTO_0082153
Chaltenobatrachus	VTO_0082152
Atelognathus praebasalticus	VTO_0082151
Atelognathus salai	VTO_0082150
Zachaenus roseus	VTO_0082157
Zachaenus carvalhoi	VTO_0082156
Uncertain	VTO_0082155
Altanulia	VTO_0082154
Belosteus	VTO_9013957
Aspredinichthys filamentosus	VTO_0059315
Aspredinichthys tibicen	VTO_0059314
Dupouyichthys sapito	VTO_0059317
Dupouyichthys	VTO_0059316
Hypsidoris farsonensis	VTO_0059311
Hypsidoris	VTO_0059310
Aspredinichthys	VTO_0059313
Hypsidoris oregonensis	VTO_0059312
Pseudobunocephalus	VTO_0059319
Amaralia n. sp. (Friel 1994)	VTO_0059318
Spermophilus taylori	VTO_9011998
Sphacorhysis burntforkensis	VTO_9011999
Salamandra lanzai	VTO_0002004
Macrotarsius siegerti	VTO_9009441
Antilohyrax	VTO_9012885
Antilohyrax pectidens	VTO_9012884
Titanohyracinae	VTO_9012887
Ophthalmosaurus icenicus	VTO_9019945
Miocyon major	VTO_9019944
Miocyon magnus	VTO_9019947
Vipera burgenlandica	VTO_9019946
Ophiopsis lepturus	VTO_9019943
Sicamugil	VTO_0054002
Brachypterygius zhuravlevi	VTO_9019948
Paramugil	VTO_0054005
Prodiacodon concordiarcensis	VTO_9017129
Coccosteus carbonarius	VTO_9017128
Gigantopithecus bilaspurensis	VTO_9017121
Bodvapithecus	VTO_9017120
Sivapithecus meteai	VTO_9017123
Dryopithecus fontani	VTO_9017122
Otus asio	VTO_9017125
Hadrodelphis calvertense	VTO_9017124
Ranoidea	VTO_9017127
Prodiacodon crustulum	VTO_9017126
Megapeomys lindsayi	VTO_9005270
Megapeomys lavocati	VTO_9005271
Listracanthus wardi	VTO_9029375
Telmatornis priscus	VTO_9026605
Dorcatherium jourdani	VTO_9016658
Puffinus kanakoffi	VTO_9016659
Chaohuichthys majiashanensis	VTO_9016650
Sula clarki	VTO_9016651
Morus humeralis	VTO_9016652
Samotherium sinense	VTO_9016653
Palaeogiraffa macedoniae	VTO_9016654
Palaeogiraffa	VTO_9016655
Dorcatherium puyhauberti	VTO_9016656
Puffinus gilmorei	VTO_9016657
Prognathodon waiparaensis	VTO_9007442
Oryzomyini	VTO_9004208
Meantes	VTO_9004209
Rhadinosteus parvus	VTO_9004204
Megaloolithus baghensis	VTO_9004205
Akodontini	VTO_9004206
Cairanoolithus roussetensis	VTO_9004207
Deltapodus	VTO_9004200
Paranourosorex inexspectatus	VTO_9004201
Pomatodelphininae	VTO_9004202
Wiedomyini	VTO_9004203
Hippopotamoidea	VTO_9000345
Cryptocentroides arabicus	VTO_0078746
Terlinguachelys	VTO_9011569
Terlinguachelys fischbecki	VTO_9011568
Onchus quadrisulcatus	VTO_9011567
Onchus granulatus	VTO_9011566
Edaphodon reedi	VTO_9011565
Callorhynchus hectori	VTO_9011564
Elasmodectes willetti	VTO_9011563
Edaphodon laminosus	VTO_9011562
Elasmodus greenoughi	VTO_9011561
Chimaera pliocenica	VTO_9011560
Tetonius	VTO_9005553
Paraelongatoolithus	VTO_9005552
Squalodon vocontiorum	VTO_9005551
Paraelongatoolithus reticulatus	VTO_9005550
Uintanius	VTO_9005557
Washakius	VTO_9005556
Utahia	VTO_9005555
Garra dulongensis	VTO_0063919
Garra persica	VTO_0063916
Garra wanae	VTO_0063917
Garra kalakadensis	VTO_0063914
Afrotarsius	VTO_9005558
Garra litanensis	VTO_0063912
Garra compressus	VTO_0063913
Garra alticorpora	VTO_0063910
Garra poilanei	VTO_0063911
Aspidosteus	VTO_9012297
Batrachopodiscus curvus	VTO_9018894
Rhamphichthys atlanticus	VTO_0062061
Rhamphichthys drepanium	VTO_0062060
Gymnorhamphichthys rondoni	VTO_0062063
Rhamphichthys lineatus	VTO_0062062
Gymnorhamphichthys rosamariae	VTO_0062065
Gymnorhamphichthys bogardusi	VTO_0062064
Iracema	VTO_0062067
Gymnorhamphichthys hypostomus	VTO_0062066
Humboldtichthys	VTO_0062069
Iracema caiana	VTO_0062068
Hybodus plicatilis	VTO_9018897
Leptictidae	VTO_9000002
Diaphyodectes	VTO_9000003
Stilpnodon	VTO_9000001
Acrodenta	VTO_9000006
Myrmecoboides	VTO_9000007
Ictopidium	VTO_9000004
Leptictis	VTO_9000005
Hypolophodon	VTO_9011383
Guggenheimia crocheti	VTO_9011382
Igdabatis	VTO_9011381
Leptonysson	VTO_9000009
Protodidelphidae	VTO_9011387
Merabatis	VTO_9011386
Hypolophites	VTO_9011385
Protodidelphis mastodontoides	VTO_9011384
Eustomias tetranema	VTO_0067747
Eustomias uniramis	VTO_0067746
Eustomias longibarba	VTO_0067745
Eustomias inconstans	VTO_0067744
Eustomias curtifilis	VTO_0067743
Eustomias insularum	VTO_0067742
Eustomias radicifilis	VTO_0067741
Eustomias fissibarbis	VTO_0067740
Eustomias woollardi	VTO_0067749
Eustomias similis	VTO_0067748
Charitosomus	VTO_0066298
Charitosomus major	VTO_0066299
Austrolebias juanlangi	VTO_0054850
Charitopsis	VTO_0066290
Charitopsis spinosus	VTO_0066291
Ramallichthys	VTO_0066296
Ramallichthys orientalis	VTO_0066297
Hakeliosomus halelensis	VTO_0066295
Orionides	VTO_9014600
Taenioconger	VTO_9032036
Eurycephalochelys	VTO_9032037
Aspideretes	VTO_9032034
Veronanguilla	VTO_9032035
Voltaconger	VTO_9032032
Whitapodus	VTO_9032033
Hemichelys	VTO_9032030
Pseudoanosteira	VTO_9032031
Puntius thomassi	VTO_0063260
Ambassis nalua	VTO_0077497
Urenchelys	VTO_9032038
Venyukovioidea	VTO_9032039
Amblyceps protentum	VTO_0061748
Mosasaurus maximus	VTO_9006510
Amblyceps tenuispinis	VTO_0061741
Nahangbagrus songamensis	VTO_0061740
Amblyceps kurzii	VTO_0061743
Amblyceps variegatum	VTO_0061742
Amblyceps carinatum	VTO_0061745
Amblyceps laticeps	VTO_0061744
Amblyceps murraystuarti	VTO_0061747
Amblyceps macropterus	VTO_0061746
Melanophryne	VTO_0005206
Homo neanderthalensis	VTO_9032529
Synapturanus	VTO_0005209
Sternarchorhynchus gnomus	VTO_0062137
Pallisteria	VTO_9007648
Bothus thompsoni	VTO_0069307
Spinops sternbergorum	VTO_9007157
Fenhosuchus	VTO_9007645
Brodavis mongoliensis	VTO_9007644
Triclis oscillans	VTO_9007647
Polyacrodus zideki	VTO_9014603
Clarencea	VTO_9007641
Megalonema platycephalum	VTO_0036365
Megalonema amaxanthum	VTO_0036364
Megalonema	VTO_0036363
Sorubim maniradii	VTO_0036361
Sorubim elongatus	VTO_0036360
Dongusia	VTO_9007642
Melanotaenia pimaensis	VTO_0070428
Melanotaenia ajamaruensis	VTO_0070429
Craterocephalus lentiginosus	VTO_0070422
Craterocephalus fistularis	VTO_0070423
Craterocephalus lacustris	VTO_0070420
Craterocephalus fulvus	VTO_0070421
Pelangia	VTO_0070426
Pelangia mbutaensis	VTO_0070427
Craterocephalus pimatuae	VTO_0070424
Craterocephalus laisapi	VTO_0070425
Craspedodon	VTO_9005852
Ichthyornithiformes	VTO_9012979
Ursinae	VTO_9005853
Ursavini	VTO_9005851
Phreatobius sp. 1 (de Pinna 1993)	VTO_0060724
Mantidactylus paidroa	VTO_0004159
Papio anubis doguera	VTO_9005857
Hymenocephalus aeger	VTO_0068243
Hymenocephalus lethonemus	VTO_0068242
Hymenocephalus hachijoensis	VTO_0068241
Hymenocephalus grimaldii	VTO_0068240
Hymenocephalus adelscotti	VTO_0068247
Hymenocephalus longipes	VTO_0068246
Hymenocephalus megalops	VTO_0068245
Hymenocephalus barbatulus	VTO_0068244
Pterosmaris	VTO_0076864
Maenas	VTO_0076865
Hymenocephalus billsam	VTO_0068249
Hymenocephalus gracilis	VTO_0068248
Anthias salmopunctatus	VTO_0076860
Anthias squamipinnis	VTO_0076861
Trachypoma	VTO_0076862
Trachypoma macracanthus	VTO_0076863
Paraloricaria	VTO_0060030
Paraloricaria commersonoides	VTO_0060031
Paraloricaria vetula	VTO_0060032
Paraloricaria agastor	VTO_0060033
Lithoxus bovallii	VTO_0060034
Lithoxus surinamensis	VTO_0060035
Lithoxus stocki	VTO_0060036
Lithoxus boujardi	VTO_0060037
Lithoxus jantjae	VTO_0060038
Kronichthys sp. 1 (Armbruster 2004)	VTO_0060039
Isanemys	VTO_9031716
Siamamia naga	VTO_9031717
Tipotheria	VTO_9031714
Sinamiidae naga	VTO_9031715
Khoratosuchus	VTO_9031712
Basilochelys macrobios	VTO_9031713
Isanemys srisuki	VTO_9031710
Archaeopithecus rogeri	VTO_9031711
Normichthys yahganorum	VTO_0080071
Eoabelisaurus mefi	VTO_9031718
Equus zebra hartmannae	VTO_9031719
Anchicyclocheilus	VTO_0064629
Culter flavipinnis	VTO_0064628
Notropis marhabatiensis	VTO_0064621
Notropis saladonis	VTO_0064620
Notropis orca	VTO_0064623
Notropis amplamala	VTO_0064622
Notropis aulidion	VTO_0064625
Notropis albizonatus	VTO_0064624
Culter mongolicus	VTO_0064627
Notropis boucardi	VTO_0064626
Laredochoerus	VTO_9000918
Carterodon	VTO_9025818
Naranius americanus	VTO_9025819
Echinorhiniformes	VTO_9025814
Cyclobatidae	VTO_9025815
Hypsobatidae	VTO_9025816
Platyrhinidae	VTO_9025817
Kwazulusaurus shakai	VTO_9025810
Spathobatidae	VTO_9025811
Rhynchobatidae	VTO_9025812
Mimoperadectes sowasheensis	VTO_9025813
Helcogramma shinglensis	VTO_0076288
Helcogramma rosea	VTO_0076289
Helcogramma solorensis	VTO_0076280
Helcogramma fuscipectoris	VTO_0076281
Helcogramma steinitzi	VTO_0076282
Helcogramma springeri	VTO_0076283
Helcogramma larvata	VTO_0076284
Helcogramma vulcana	VTO_0076285
Helcogramma nesion	VTO_0076286
Helcogramma obtusirostris	VTO_0076287
Amphidozotherium cayluxi	VTO_9029847
Palmipeda	VTO_9029846
Plateosaurus engelhardti	VTO_9029845
Aculeata	VTO_9029844
Macropoda	VTO_9029843
Agilia	VTO_9029842
Cunicularia	VTO_9029841
Hylobates cinereus cinereus	VTO_9029840
Subathunura	VTO_9029849
Subathunura casieri	VTO_9029848
Eurynotoidiidae	VTO_9026398
Eurynotoidiformes	VTO_9026399
Bassariscus ogallalae	VTO_9026392
Samaria	VTO_9026393
Samaria concinna	VTO_9026390
Contogeniidae	VTO_9026391
Pantrogna	VTO_9026396
Isadia	VTO_9026397
Bassariscus parvus	VTO_9026394
Pachynolophidae	VTO_9026395
Ichthyolestes pinfoldi	VTO_9030045
Promioclaenus gandaensis	VTO_9030044
Basalina basalensis	VTO_9030047
Gandakasia potens	VTO_9030046
Haqueina haquei	VTO_9030041
Antiacodon vanvaleni	VTO_9030040
Eotitanops dayi	VTO_9030043
Teleolophus daviesi	VTO_9030042
Notorynchus maculatus	VTO_9030049
Ambulocetus natans	VTO_9030048
Palaeobranchiostoma	VTO_9012838
Barbourichthys zanzibaricus	VTO_0069538
Paradicula	VTO_0069539
Pardachirus hedleyi	VTO_0069536
Barbourichthys	VTO_0069537
Pardachirus rautheri	VTO_0069534
Aseraggodes pavoninus	VTO_0069535
Pardachirus balius	VTO_0069532
Synclidopus macleayanus	VTO_0069530
Synclidopus hogani	VTO_0069531
Kneria angolensis	VTO_0066307
Haplochromis gilberti	VTO_0073508
Haplochromis mylergates	VTO_0073509
Nannacara quadrispinae	VTO_0073504
Nannacara bimaculata	VTO_0073505
Symphysodon aequifascaitus	VTO_0073506
Symphysodon aequifasciatus	VTO_0073507
Pyxichromis	VTO_0073500
Pyxichromis paradoxus	VTO_0073501
Pyxichromis orthostoma	VTO_0073502
Pyxichromis parorthostoma	VTO_0073503
Notogoneus	VTO_0066302
Notogoneus osculus	VTO_0066303
Provelosaurus americanus	VTO_9020945
Sarmatonectes	VTO_9020949
Bolosaurus major	VTO_9020948
Eleutherodactylus guttilatus	VTO_0081152
Adelophryne mucronatus	VTO_0081153
Eleutherodactylus limbensis	VTO_0081150
Eleutherodactylus rubrimaculatus	VTO_0081151
Aygroua	VTO_0081156
Rana megapoda	VTO_0081157
Paralatonia	VTO_0081154
Eophractus	VTO_0081155
Rana lemosespinali	VTO_0081158
Rana johni	VTO_0081159
Axestemys	VTO_9027449
Albanerpeton galaktion	VTO_9027448
Geranoides jepseni	VTO_9027441
Eonessa anaticula	VTO_9027440
Bretzia pseudalces	VTO_9027443
Eonessinae	VTO_9027442
Bretzia nebrascensis	VTO_9027445
Eonessa	VTO_9027444
Protomoropus gabuniai	VTO_9027447
Hesperotestudo	VTO_9027446
Eridacnis sinuans	VTO_0080825
Ctenacis fehlmanni	VTO_0080824
Eridacnis barbouri	VTO_0080827
Eridacnis radcliffei	VTO_0080826
Gogolia filewoodi	VTO_0080821
Gogolia	VTO_0080820
Ctenacis	VTO_0080823
Sphyrna couardi	VTO_0080822
Helcogramma hudsoni	VTO_0076264
Proscyllium venustum	VTO_0080829
Proscyllium magnificum	VTO_0080828
Boleophthalmus birdsongi	VTO_0078679
Boleophthalmus sculptus	VTO_0078678
Boleophthalmus caeruleomaculatus	VTO_0078677
Aruma histria	VTO_0078676
Favonigobius neilli	VTO_0078675
Favonigobius neili	VTO_0078674
Favonigobius punctatus	VTO_0078673
Favonigobius opalescens	VTO_0078672
Favonigobius aliciae	VTO_0078671
Gobionellus occidentalis	VTO_0078670
Nomorhamphus bakeri	VTO_0070853
Nomorhamphus philippina	VTO_0070852
Dermogenys sumatrana	VTO_0070851
Dermogenys orientalis	VTO_0070850
Nomorhamphus ebrardtii	VTO_0070857
Nomorhamphus pectoralis	VTO_0070856
Nomorhamphus hageni	VTO_0070855
Nomorhamphus kolonodalensis	VTO_0070854
Leiodus	VTO_9013437
Psittirostra (Rhodacanthis)	VTO_9013436
Orodontida	VTO_9013435
Squatinactis	VTO_9013434
Orodus	VTO_9013433
Acronemus	VTO_9013432
Acandylacanthus	VTO_9013431
Acrodus	VTO_9013430
Stictorhinus potamius	VTO_0067015
Dasyatis acutirostra	VTO_0001264
Dasyatis hypostigma	VTO_0001263
Ichthyophis kodaguensis	VTO_0084256
Ichthyophis acuminatus	VTO_0084257
Ichthyophis humphreyi	VTO_0084254
Ichthyophis moustakius	VTO_0084255
Ichthyophis singaporensis	VTO_0084252
Ichthyophis daribokensis	VTO_0084253
Ichthyophis hypocyaneus	VTO_0084250
Ichthyophis laosensis	VTO_0084251
Ichthyophis monochrous	VTO_0084258
Ichthyophis supachaii	VTO_0084259
Megalosauria	VTO_9014607
Carcharodon rectidens	VTO_9018528
Carcharodon toliapicus	VTO_9018529
Melissiodon schlosseri	VTO_9018524
Moropus matthewi	VTO_9018525
Plesiosminthus schaubi	VTO_9018526
Carcharodon semiserratus	VTO_9018527
Mormoops megaphylla	VTO_9018520
Adelomyarion vireti	VTO_9018521
Melissiodon chatticum	VTO_9018522
Moropus hollandi	VTO_9018523
Paragaleus randalli	VTO_0000136
Paragaleus	VTO_0000134
Craugastor myllomyllon	VTO_0083705
Craugastor glaucus	VTO_0083704
Craugastor guerreroensis	VTO_0083707
Craugastor saltuarius	VTO_0083706
Craugastor stadelmani	VTO_0083701
Craugastor coffeus	VTO_0083700
Craugastor pelorus	VTO_0083703
Craugastor decoratus	VTO_0083702
Craugastor rostralis	VTO_0083709
Craugastor brocchi	VTO_0083708
Mimotricentes	VTO_9001508
Mentoclaenodon	VTO_9001509
Landenodon	VTO_9001500
Desmatoclaenus	VTO_9001501
Aragoral	VTO_9001502
Deuterogonodon	VTO_9001503
Chriacus	VTO_9001504
Colpoclaenus	VTO_9001505
Paratriisodon	VTO_9001506
Oxytomodon	VTO_9001507
Burhinoidea	VTO_9008657
Varanus rusingensis	VTO_9031364
Qianlabeo striatus	VTO_0040197
Qianlabeo	VTO_0040196
Catlocarpio siamensis	VTO_0040199
Catlocarpio	VTO_0040198
Nemachilus	VTO_9003637
Cercopithecus kolbi	VTO_9034023
Perimys	VTO_9034022
Prolagostomus	VTO_9034021
Cercopithecus centralis luteus	VTO_9034020
Tramyocastor	VTO_9034027
Nonaphalagodus	VTO_9034026
Chinchilloidea	VTO_9034025
Lagostomopsis	VTO_9034024
Isomyopotamus	VTO_9034029
Nonaphalagodus trinitiensis	VTO_9034028
Chandlerichthys strickeri	VTO_9011813
Denticipitoidei	VTO_9011812
Paleodenticeps	VTO_9011810
Chandlerichthys	VTO_9011814
Cimolestes propalaeoryctes	VTO_9011819
Edaphosauridae	VTO_9010146
Barcinosuchus	VTO_9010147
Edaphosaurus	VTO_9010144
Barcinosuchus gradilis	VTO_9010145
Ianthasaurus	VTO_9010142
Ornithopodichnus	VTO_9010143
Caseidae	VTO_9010140
Ornithopodichnus masanensis	VTO_9010141
Elephas beyeri	VTO_9010148
Stegodon luzonensis	VTO_9010149
Cymatosaurus minor	VTO_9018261
Kryptolebias campelloi	VTO_0071051
Trigonectes rogoaguae	VTO_0071053
Polyonyx	VTO_9018260
Aporotus recurvirostris	VTO_9018267
Edingerella madagascariensis	VTO_9031804
Xinminosaurus	VTO_9018266
Nangra bucculenta	VTO_0061136
Peratherium edwardi	VTO_9031808
Cryptomys damarensis	VTO_9031809
Nangra robusta	VTO_0061137
Anapithecus	VTO_9008900
Oreoglanis pumatensis	VTO_0061134
Anictis simplicidens	VTO_9028889
Torosaurus latus	VTO_9002279
Triceratops prorsus	VTO_9002278
Prodenteia ministra	VTO_9003869
Dolichancistrus atratoensis	VTO_0060114
Echiophis brunneus	VTO_0067049
Stictorhinus	VTO_0067014
Geophagus itapicuruensis	VTO_0073163
Gordiichthys combibus	VTO_0067041
Paraletharchus	VTO_0067042
Paraletharchus opercularis	VTO_0067043
Camptosaurus amplus	VTO_9003864
Lithoxus	VTO_0037349
Megalancistrus parananus	VTO_0037344
Peckoltia cavatica	VTO_0037342
Megalancistrus	VTO_0037343
Superciliaspis	VTO_9012175
Tylodus	VTO_9012174
Rhabdiodus	VTO_9012177
Sigurdia	VTO_9012176
Neeyambaspis	VTO_9012171
Youngquistognathus	VTO_9012170
Waengsjoeaspis	VTO_9012173
Placodermi	VTO_9012172
Pituriaspis	VTO_9012179
Rabdacanthus	VTO_9012178
Naucrates	VTO_0043435
Macrosaurus laevis	VTO_9006509
Macrosaurus validus	VTO_9006508
Puntius hemictenus	VTO_0063279
Puntius pugio	VTO_0063278
Bystrowiella	VTO_9006501
Batrachotomus kupferzellensis	VTO_9006500
Oxygnathus ornatus	VTO_9006503
Oxygnathus egertoni	VTO_9006505
Callistomordax	VTO_9006504
Oxygnathus	VTO_9006507
Callistomordax kugleri	VTO_9006506
Galeorhinus falconeri	VTO_9007678
Galeorhinus recticonus claibornensis	VTO_9007679
Sceparnodon ramsayi	VTO_9007670
Thylacinus spelaeus	VTO_9007671
Thylacinus major	VTO_9007672
Thlaeodon padanicus	VTO_9007673
Proteodidelphys	VTO_9007674
Proteodidelphys praecursor	VTO_9007675
Amphiproviverra manzaniana	VTO_9007676
Sarcophilus laniarius	VTO_9007677
Heterixalus	VTO_0004768
Hidrosotherium	VTO_9000903
Prosqualodon hamiltoni	VTO_9000902
Hexacodus	VTO_9000901
Diacodexis	VTO_9000900
Mesomeryx	VTO_9000907
Guanlong wucaii	VTO_9000906
Hylomeryx	VTO_9000905
Homacodon	VTO_9000904
Microsus	VTO_9000909
Plesiodyromys	VTO_9000908
Clapasorex alvarezae	VTO_9011484
Conacodon kohlbergeri	VTO_9011485
Conacodon delphae	VTO_9011486
Conacodon entoconus	VTO_9011487
Colpoclaenus procyonoides	VTO_9011480
Colpoclaenus keeferi	VTO_9011481
Conacodon cophater	VTO_9011482
Conacodon harbourae	VTO_9011483
Riograndia guaibensis	VTO_9011488
Sphenacodon ferocior	VTO_9011489
Kneria paucisquamata	VTO_0066317
Kneria sp. (Grande and Poyato-Ariza 1999)	VTO_0066316
Kneria uluguru	VTO_0066315
Kneria polli	VTO_0066314
Kneria ruaha	VTO_0066313
Kneria sjolandersi	VTO_0066312
Kneria sp. (DiDario 2004)	VTO_0066310
Kneria katangae	VTO_0066319
Kneria stappersii	VTO_0066318
Garra qiaojiensis	VTO_0063899
Garra ignestii	VTO_0063898
Palvennia	VTO_9026151
Garra nujiangensis	VTO_0063893
Garra lissorhynchus	VTO_0063892
Garra salweenica	VTO_0063891
Garra bibarbatus	VTO_0063890
Garra mcclellandi	VTO_0063897
Palvennia hoybergeti	VTO_9026152
Garra quadrimaculata	VTO_0063895
Garra lautior	VTO_0063894
Stenoechinus tantalus	VTO_9012204
Haematopus finschi	VTO_9012203
Congruus congruus	VTO_9026155
Hypotodus grandis	VTO_9029731
Lissoberyx	VTO_9029730
Lobopterus	VTO_9029733
Apternodus gregoryi	VTO_9029732
Thalassarctos eogroenlandicus	VTO_9029735
Odontaspis sanguinei	VTO_9029734
Protoplatyrhina renae	VTO_9029737
Apternodus iliffensis	VTO_9029736
Apternodus brevirostris	VTO_9029739
Ursus maritimus tyrannus	VTO_9029738
Nothosaurus	VTO_9012200
Sassenia tuberculata	VTO_9009418
Wimania multistriata	VTO_9009419
Palaeobates polaris	VTO_9009416
Polyacrodus pyramidalis	VTO_9009417
Lanthaniscidae	VTO_9009414
Dibothrosuchus elaphros	VTO_9009415
Lindsaya	VTO_9009412
Lindsaya derabugtiensis	VTO_9009413
Pareiasaurina	VTO_9009410
Bradysauridae	VTO_9009411
Capoeta turani	VTO_0039593
Capoeta mauricii	VTO_0039595
Phlebolepis ornata	VTO_9033229
Capoeta buhsei	VTO_0039596
Overia	VTO_9033227
Archipelepis turbinata	VTO_9033222
Entoptychus cavifrons	VTO_9033223
Micropterus henshalli	VTO_0072921
Lepomis gulosus	VTO_0072920
Gremilla	VTO_0072923
Cephimnus	VTO_0072922
Zingel balcanicus	VTO_0072925
Acerina	VTO_0072924
Pogostoma	VTO_0072927
Gymnocephalus acerinus	VTO_0072926
Etheostoma sequatchiense	VTO_0072929
Etheostoma gutselli	VTO_0072928
Pontosmilus orientalis	VTO_9028468
Somphospondyli	VTO_9021528
Venenosaurus	VTO_9021529
Gryposaurus monumentensis	VTO_9021524
Tetragonolepis semicincta	VTO_9021525
Omeisauridae	VTO_9021526
Tetragonolepis discus	VTO_9021527
